user_id,signup_date,age,region,signup_channel
100449,2025-06-13 08:04:50.974356,53.0,Istanbul,ads
100450,2025-03-27 08:04:50.974356,52.0,Ankara,organic
100451,2025-04-06 08:04:50.974356,45.0,Izmir,organic
100452,2025-03-02 08:04:50.974356,22.0,Istanbul,organic
100453,2025-06-03 08:04:50.974356,24.0,Istanbul,ads
100454,2025-07-30 08:04:50.974356,21.0,Other,organic
100455,2025-06-20 08:04:50.974356,43.0,Istanbul,partner
100456,2025-07-12 08:04:50.974356,61.0,Istanbul,ads
100457,2025-05-26 08:04:50.974356,36.0,Other,organic
100458,2025-04-06 08:04:50.974356,24.0,Istanbul,organic
100459,2025-03-05 08:04:50.974356,42.0,Ankara,organic
100460,2025-06-04 08:04:50.974356,56.0,Istanbul,organic
100461,2025-07-20 08:04:50.974356,52.0,Istanbul,ads
100462,2025-05-20 08:04:50.974356,61.0,Istanbul,partner
100463,2025-07-26 08:04:50.974356,29.0,Istanbul,organic
100464,2025-05-19 08:04:50.974356,25.0,Istanbul,organic
100465,2025-08-05 08:04:50.974356,61.0,Istanbul,ads
100466,2025-08-18 08:04:50.974356,47.0,Izmir,ads
100467,2025-06-20 08:04:50.974356,30.0,Istanbul,organic
100468,2025-05-20 08:04:50.974356,52.0,Istanbul,organic
100469,2025-07-25 08:04:50.974356,57.0,Other,organic
100470,2025-03-01 08:04:50.974356,45.0,Izmir,ads
100471,2025-04-12 08:04:50.974356,49.0,Istanbul,organic
100472,2025-04-03 08:04:50.974356,33.0,Other,organic
100473,2025-05-24 08:04:50.974356,41.0,Istanbul,partner
100474,2025-08-27 08:04:50.974356,40.0,Istanbul,ads
100475,2025-06-20 08:04:50.974356,59.0,Izmir,ads
100476,2025-08-24 08:04:50.974356,58.0,Ankara,organic
100477,2025-08-12 08:04:50.974356,58.0,Istanbul,organic
100478,2025-08-04 08:04:50.974356,18.0,Istanbul,partner
100479,2025-06-09 08:04:50.974356,53.0,Ankara,organic
100480,2025-08-26 08:04:50.974356,53.0,Istanbul,organic
100481,2025-04-22 08:04:50.974356,49.0,Other,organic
100482,2025-03-21 08:04:50.974356,53.0,Istanbul,organic
100483,2025-06-05 08:04:50.974356,58.0,Other,organic
100484,2025-03-29 08:04:50.974356,38.0,Ankara,ads
100485,2025-04-10 08:04:50.974356,39.0,Other,partner
100486,2025-03-03 08:04:50.974356,22.0,Izmir,partner
100487,2025-03-18 08:04:50.974356,34.0,Izmir,organic
100488,2025-04-26 08:04:50.974356,47.0,Istanbul,organic
100489,2025-07-26 08:04:50.974356,54.0,Istanbul,organic
100490,2025-03-20 08:04:50.974356,26.0,Istanbul,ads
100491,2025-03-02 08:04:50.974356,23.0,Other,organic
100492,2025-03-10 08:04:50.974356,48.0,Other,ads
100493,2025-05-19 08:04:50.974356,18.0,Istanbul,ads
100494,2025-08-16 08:04:50.974356,25.0,Istanbul,organic
100495,2025-06-22 08:04:50.974356,19.0,Istanbul,organic
100496,2025-06-24 08:04:50.974356,24.0,Ankara,partner
100497,2025-03-20 08:04:50.974356,25.0,Ankara,partner
100498,2025-03-13 08:04:50.974356,34.0,Izmir,organic
100499,2025-06-15 08:04:50.974356,35.0,Other,organic
100500,2025-07-16 08:04:50.974356,60.0,Istanbul,partner
100501,2025-07-15 08:04:50.974356,40.0,Ankara,organic
100502,2025-07-30 08:04:50.974356,51.0,Istanbul,organic
100503,2025-04-09 08:04:50.974356,22.0,Istanbul,organic
100504,2025-08-16 08:04:50.974356,27.0,Istanbul,organic
100505,2025-05-25 08:04:50.974356,50.0,Istanbul,organic
100506,2025-07-13 08:04:50.974356,20.0,Other,organic
100507,2025-04-20 08:04:50.974356,39.0,Istanbul,organic
100508,2025-07-24 08:04:50.974356,44.0,Ankara,organic
100509,2025-06-08 08:04:50.974356,44.0,Other,partner
100510,2025-05-30 08:04:50.974356,18.0,Izmir,ads
100511,2025-08-20 08:04:50.974356,31.0,Istanbul,ads
100512,2025-05-27 08:04:50.974356,46.0,Ankara,ads
100513,2025-03-27 08:04:50.974356,23.0,Istanbul,organic
100514,2025-05-30 08:04:50.974356,49.0,Izmir,organic
100515,2025-03-19 08:04:50.974356,52.0,Izmir,partner
100516,2025-05-05 08:04:50.974356,68.0,Izmir,organic
100517,2025-05-15 08:04:50.974356,26.0,Istanbul,organic
100518,2025-04-15 08:04:50.974356,57.0,Other,ads
100519,2025-07-01 08:04:50.974356,40.0,Istanbul,organic
100520,2025-05-06 08:04:50.974356,33.0,Istanbul,organic
100521,2025-06-14 08:04:50.974356,22.0,Istanbul,partner
100522,2025-03-24 08:04:50.974356,52.0,Istanbul,ads
100523,2025-04-30 08:04:50.974356,27.0,Istanbul,organic
100524,2025-03-17 08:04:50.974356,33.0,Other,partner
100525,2025-08-07 08:04:50.974356,20.0,Other,ads
100526,2025-03-17 08:04:50.974356,56.0,Istanbul,ads
100527,2025-04-12 08:04:50.974356,54.0,Istanbul,organic
100528,2025-05-19 08:04:50.974356,52.0,Istanbul,organic
100529,2025-03-29 08:04:50.974356,30.0,Istanbul,ads
100530,2025-03-04 08:04:50.974356,24.0,Istanbul,ads
100531,2025-05-21 08:04:50.974356,46.0,Other,ads
100532,2025-07-23 08:04:50.974356,39.0,Istanbul,organic
100533,2025-05-24 08:04:50.974356,25.0,Istanbul,organic
100534,2025-03-29 08:04:50.974356,49.0,Istanbul,ads
100535,2025-03-30 08:04:50.974356,69.0,Other,organic
100536,2025-07-22 08:04:50.974356,52.0,Izmir,organic
100537,2025-08-16 08:04:50.974356,52.0,Other,organic
100538,2025-05-07 08:04:50.974356,66.0,Izmir,organic
100539,2025-08-15 08:04:50.974356,26.0,Istanbul,ads
100540,2025-08-05 08:04:50.974356,42.0,Istanbul,ads
100541,2025-05-21 08:04:50.974356,68.0,Izmir,organic
100542,2025-05-15 08:04:50.974356,24.0,Istanbul,organic
100543,2025-07-29 08:04:50.974356,50.0,Ankara,ads
100544,2025-08-11 08:04:50.974356,44.0,Istanbul,organic
100545,2025-05-07 08:04:50.974356,44.0,Istanbul,organic
100546,2025-06-27 08:04:50.974356,50.0,Ankara,partner
100547,2025-06-05 08:04:50.974356,64.0,Ankara,organic
100548,2025-05-08 08:04:50.974356,55.0,Izmir,partner
100549,2025-06-03 08:04:50.974356,20.0,Istanbul,organic
100550,2025-04-09 08:04:50.974356,59.0,Ankara,organic
100551,2025-08-09 08:04:50.974356,27.0,Istanbul,organic
100552,2025-03-04 08:04:50.974356,33.0,Istanbul,partner
100553,2025-05-20 08:04:50.974356,37.0,Istanbul,organic
100554,2025-04-10 08:04:50.974356,38.0,Istanbul,organic
100555,2025-04-03 08:04:50.974356,36.0,Istanbul,partner
100556,2025-06-13 08:04:50.974356,65.0,Istanbul,organic
100557,2025-08-19 08:04:50.974356,50.0,Istanbul,organic
100558,2025-07-31 08:04:50.974356,46.0,Istanbul,organic
100559,2025-04-22 08:04:50.974356,19.0,Istanbul,ads
100560,2025-07-07 08:04:50.974356,62.0,Istanbul,organic
100561,2025-06-06 08:04:50.974356,63.0,Istanbul,organic
100562,2025-05-09 08:04:50.974356,54.0,Ankara,organic
100563,2025-04-06 08:04:50.974356,18.0,Istanbul,organic
100564,2025-05-03 08:04:50.974356,20.0,Istanbul,partner
100565,2025-06-20 08:04:50.974356,27.0,Istanbul,partner
100566,2025-05-21 08:04:50.974356,23.0,Izmir,ads
100567,2025-04-10 08:04:50.974356,34.0,Other,ads
100568,2025-08-03 08:04:50.974356,64.0,Izmir,ads
100569,2025-03-01 08:04:50.974356,38.0,Izmir,organic
100570,2025-04-27 08:04:50.974356,18.0,Ankara,ads
100571,2025-07-06 08:04:50.974356,29.0,Izmir,organic
100572,2025-03-30 08:04:50.974356,19.0,Ankara,organic
100573,2025-04-06 08:04:50.974356,19.0,Istanbul,ads
100574,2025-07-02 08:04:50.974356,29.0,Istanbul,organic
100575,2025-07-20 08:04:50.974356,29.0,Istanbul,ads
100576,2025-05-11 08:04:50.974356,55.0,Other,organic
100577,2025-07-17 08:04:50.974356,68.0,Ankara,ads
100578,2025-03-14 08:04:50.974356,33.0,Izmir,organic
100579,2025-04-08 08:04:50.974356,36.0,Istanbul,ads
100580,2025-04-28 08:04:50.974356,58.0,Istanbul,ads
100581,2025-04-17 08:04:50.974356,28.0,Istanbul,organic
100582,2025-03-18 08:04:50.974356,24.0,Istanbul,organic
100583,2025-06-14 08:04:50.974356,59.0,Other,organic
100584,2025-04-04 08:04:50.974356,19.0,Ankara,organic
100585,2025-06-13 08:04:50.974356,45.0,Istanbul,ads
100586,2025-08-19 08:04:50.974356,42.0,Other,partner
100587,2025-06-15 08:04:50.974356,32.0,Istanbul,organic
100588,2025-04-05 08:04:50.974356,31.0,Other,ads
100589,2025-08-21 08:04:50.974356,54.0,Istanbul,ads
100590,2025-03-07 08:04:50.974356,21.0,Istanbul,organic
100591,2025-04-09 08:04:50.974356,27.0,Istanbul,ads
100592,2025-03-13 08:04:50.974356,52.0,Istanbul,ads
100593,2025-03-11 08:04:50.974356,42.0,Istanbul,organic
100594,2025-04-13 08:04:50.974356,23.0,Ankara,organic
100595,2025-03-03 08:04:50.974356,61.0,Other,organic
100596,2025-08-01 08:04:50.974356,34.0,Izmir,partner
100597,2025-04-28 08:04:50.974356,57.0,Istanbul,partner
100598,2025-08-23 08:04:50.974356,55.0,Ankara,ads
100599,2025-07-30 08:04:50.974356,46.0,Istanbul,organic
100600,2025-03-16 08:04:50.974356,39.0,Istanbul,organic
100601,2025-03-15 08:04:50.974356,68.0,Izmir,organic
100602,2025-06-06 08:04:50.974356,23.0,Ankara,organic
100603,2025-04-14 08:04:50.974356,51.0,Istanbul,ads
100604,2025-05-11 08:04:50.974356,25.0,Istanbul,partner
100605,2025-06-24 08:04:50.974356,32.0,Other,partner
100606,2025-06-03 08:04:50.974356,30.0,Istanbul,ads
100607,2025-04-05 08:04:50.974356,65.0,Istanbul,organic
100608,2025-06-18 08:04:50.974356,67.0,Ankara,organic
100609,2025-07-14 08:04:50.974356,25.0,Istanbul,organic
100610,2025-04-18 08:04:50.974356,18.0,Istanbul,ads
100611,2025-07-23 08:04:50.974356,51.0,Istanbul,ads
100612,2025-06-19 08:04:50.974356,35.0,Izmir,organic
100613,2025-03-22 08:04:50.974356,21.0,Ankara,organic
100614,2025-08-09 08:04:50.974356,49.0,Ankara,organic
100615,2025-05-12 08:04:50.974356,41.0,Other,organic
100616,2025-03-14 08:04:50.974356,68.0,Izmir,organic
100617,2025-05-29 08:04:50.974356,27.0,Istanbul,organic
100618,2025-05-30 08:04:50.974356,35.0,Istanbul,organic
100619,2025-08-09 08:04:50.974356,41.0,Ankara,ads
100620,2025-07-20 08:04:50.974356,55.0,Izmir,organic
100621,2025-04-24 08:04:50.974356,42.0,Ankara,organic
100622,2025-03-08 08:04:50.974356,45.0,Ankara,organic
100623,2025-04-09 08:04:50.974356,27.0,Istanbul,organic
100624,2025-04-24 08:04:50.974356,59.0,Istanbul,organic
100625,2025-07-01 08:04:50.974356,36.0,Istanbul,organic
100626,2025-04-02 08:04:50.974356,23.0,Istanbul,organic
100627,2025-06-28 08:04:50.974356,48.0,Istanbul,organic
100628,2025-04-23 08:04:50.974356,26.0,Ankara,ads
100629,2025-05-15 08:04:50.974356,21.0,Ankara,organic
100630,2025-03-14 08:04:50.974356,60.0,Istanbul,ads
100631,2025-08-27 08:04:50.974356,37.0,Ankara,organic
100632,2025-04-19 08:04:50.974356,53.0,Ankara,organic
100633,2025-05-28 08:04:50.974356,29.0,Istanbul,organic
100634,2025-05-07 08:04:50.974356,55.0,Izmir,organic
100635,2025-03-28 08:04:50.974356,22.0,Izmir,partner
100636,2025-07-03 08:04:50.974356,32.0,Izmir,ads
100637,2025-03-20 08:04:50.974356,68.0,Ankara,partner
100638,2025-03-15 08:04:50.974356,55.0,Ankara,partner
100639,2025-05-03 08:04:50.974356,39.0,Istanbul,ads
100640,2025-04-16 08:04:50.974356,32.0,Istanbul,organic
100641,2025-07-01 08:04:50.974356,60.0,Istanbul,organic
100642,2025-07-15 08:04:50.974356,41.0,Other,partner
100643,2025-03-08 08:04:50.974356,53.0,Istanbul,ads
100644,2025-03-21 08:04:50.974356,53.0,Istanbul,organic
100645,2025-03-08 08:04:50.974356,18.0,Other,ads
100646,2025-06-28 08:04:50.974356,23.0,Other,organic
100647,2025-07-12 08:04:50.974356,47.0,Izmir,organic
100648,2025-04-01 08:04:50.974356,24.0,Istanbul,organic
100649,2025-06-09 08:04:50.974356,28.0,Istanbul,ads
100650,2025-05-02 08:04:50.974356,65.0,Istanbul,ads
100651,2025-03-17 08:04:50.974356,42.0,Istanbul,organic
100652,2025-04-03 08:04:50.974356,53.0,Istanbul,organic
100653,2025-08-08 08:04:50.974356,42.0,Ankara,organic
100654,2025-04-04 08:04:50.974356,42.0,Other,ads
100655,2025-07-12 08:04:50.974356,21.0,Istanbul,organic
100656,2025-07-10 08:04:50.974356,32.0,Izmir,organic
100657,2025-08-14 08:04:50.974356,29.0,Izmir,organic
100658,2025-04-07 08:04:50.974356,34.0,Istanbul,organic
100659,2025-03-22 08:04:50.974356,56.0,Izmir,organic
100660,2025-08-27 08:04:50.974356,33.0,Istanbul,ads
100661,2025-05-03 08:04:50.974356,37.0,Istanbul,organic
100662,2025-07-05 08:04:50.974356,34.0,Izmir,ads
100663,2025-05-02 08:04:50.974356,21.0,Istanbul,organic
100664,2025-08-25 08:04:50.974356,36.0,Other,organic
100665,2025-04-06 08:04:50.974356,25.0,Istanbul,organic
100666,2025-08-16 08:04:50.974356,25.0,Ankara,ads
100667,2025-06-15 08:04:50.974356,21.0,Istanbul,partner
100668,2025-08-12 08:04:50.974356,32.0,Istanbul,partner
100669,2025-05-18 08:04:50.974356,53.0,Istanbul,organic
100670,2025-03-29 08:04:50.974356,29.0,Ankara,organic
100671,2025-03-25 08:04:50.974356,30.0,Other,ads
100672,2025-05-03 08:04:50.974356,47.0,Other,ads
100673,2025-08-20 08:04:50.974356,25.0,Ankara,organic
100674,2025-04-28 08:04:50.974356,62.0,Izmir,ads
100675,2025-05-28 08:04:50.974356,40.0,Izmir,organic
100676,2025-03-17 08:04:50.974356,37.0,Izmir,organic
100677,2025-05-30 08:04:50.974356,42.0,Ankara,organic
100678,2025-04-14 08:04:50.974356,24.0,Ankara,organic
100679,2025-06-29 08:04:50.974356,45.0,Other,organic
100680,2025-03-03 08:04:50.974356,33.0,Istanbul,organic
100681,2025-07-31 08:04:50.974356,62.0,Other,organic
100682,2025-05-19 08:04:50.974356,24.0,Ankara,organic
100683,2025-07-18 08:04:50.974356,40.0,Istanbul,organic
100684,2025-03-26 08:04:50.974356,44.0,Istanbul,ads
100685,2025-04-05 08:04:50.974356,19.0,Istanbul,organic
100686,2025-03-20 08:04:50.974356,33.0,Ankara,organic
100687,2025-03-24 08:04:50.974356,52.0,Other,organic
100688,2025-04-09 08:04:50.974356,57.0,Istanbul,partner
100689,2025-07-13 08:04:50.974356,30.0,Other,organic
100690,2025-07-24 08:04:50.974356,56.0,Other,organic
100691,2025-04-16 08:04:50.974356,67.0,Istanbul,organic
100692,2025-06-07 08:04:50.974356,59.0,Other,ads
100693,2025-05-05 08:04:50.974356,22.0,Other,organic
100694,2025-07-12 08:04:50.974356,52.0,Izmir,organic
100695,2025-03-28 08:04:50.974356,31.0,Izmir,organic
100696,2025-08-18 08:04:50.974356,69.0,Other,organic
100697,2025-07-03 08:04:50.974356,38.0,Ankara,ads
100698,2025-07-29 08:04:50.974356,22.0,Istanbul,ads
100699,2025-05-11 08:04:50.974356,51.0,Other,ads
100700,2025-08-23 08:04:50.974356,31.0,Ankara,ads
100701,2025-05-01 08:04:50.974356,69.0,Ankara,organic
100702,2025-07-26 08:04:50.974356,68.0,Istanbul,organic
100703,2025-05-02 08:04:50.974356,47.0,Izmir,ads
100704,2025-06-24 08:04:50.974356,23.0,Istanbul,organic
100705,2025-04-04 08:04:50.974356,49.0,Other,ads
100706,2025-03-04 08:04:50.974356,21.0,Istanbul,organic
100707,2025-08-17 08:04:50.974356,19.0,Istanbul,organic
100708,2025-06-04 08:04:50.974356,57.0,Istanbul,ads
100709,2025-08-02 08:04:50.974356,26.0,Istanbul,ads
100710,2025-06-26 08:04:50.974356,33.0,Izmir,ads
100711,2025-06-03 08:04:50.974356,67.0,Other,organic
100712,2025-06-30 08:04:50.974356,32.0,Other,ads
100713,2025-08-01 08:04:50.974356,30.0,Istanbul,organic
100714,2025-03-04 08:04:50.974356,63.0,Istanbul,organic
100715,2025-03-20 08:04:50.974356,22.0,Other,partner
100716,2025-05-22 08:04:50.974356,53.0,Other,ads
100717,2025-05-15 08:04:50.974356,69.0,Ankara,organic
100718,2025-05-21 08:04:50.974356,62.0,Ankara,ads
100719,2025-04-21 08:04:50.974356,47.0,Istanbul,organic
100720,2025-04-01 08:04:50.974356,31.0,Other,organic
100721,2025-07-04 08:04:50.974356,28.0,Ankara,organic
100722,2025-08-22 08:04:50.974356,57.0,Istanbul,partner
100723,2025-05-25 08:04:50.974356,61.0,Istanbul,organic
100724,2025-04-17 08:04:50.974356,40.0,Other,ads
100725,2025-05-18 08:04:50.974356,27.0,Istanbul,organic
100726,2025-08-25 08:04:50.974356,22.0,Istanbul,ads
100727,2025-08-05 08:04:50.974356,21.0,Ankara,organic
100728,2025-07-06 08:04:50.974356,51.0,Istanbul,ads
100729,2025-03-16 08:04:50.974356,35.0,Istanbul,organic
100730,2025-06-06 08:04:50.974356,63.0,Other,ads
100731,2025-04-05 08:04:50.974356,52.0,Other,partner
100732,2025-06-04 08:04:50.974356,25.0,Other,ads
100733,2025-06-11 08:04:50.974356,45.0,Other,organic
100734,2025-05-10 08:04:50.974356,36.0,Ankara,partner
100735,2025-08-27 08:04:50.974356,43.0,Other,organic
100736,2025-07-08 08:04:50.974356,52.0,Istanbul,ads
100737,2025-03-08 08:04:50.974356,56.0,Izmir,ads
100738,2025-08-24 08:04:50.974356,58.0,Other,organic
100739,2025-05-07 08:04:50.974356,28.0,Istanbul,organic
100740,2025-07-27 08:04:50.974356,19.0,Istanbul,organic
100741,2025-07-25 08:04:50.974356,52.0,Ankara,organic
100742,2025-05-28 08:04:50.974356,22.0,Istanbul,ads
100743,2025-05-25 08:04:50.974356,31.0,Istanbul,organic
100744,2025-06-17 08:04:50.974356,18.0,Other,organic
100745,2025-07-20 08:04:50.974356,49.0,Other,organic
100746,2025-03-27 08:04:50.974356,24.0,Istanbul,organic
100747,2025-03-19 08:04:50.974356,47.0,Istanbul,organic
100748,2025-05-02 08:04:50.974356,69.0,Istanbul,ads
100749,2025-08-25 08:04:50.974356,20.0,Other,organic
100750,2025-04-27 08:04:50.974356,21.0,Ankara,ads
100751,2025-07-09 08:04:50.974356,32.0,Istanbul,organic
100752,2025-08-16 08:04:50.974356,60.0,Ankara,organic
100753,2025-07-05 08:04:50.974356,26.0,Istanbul,ads
100754,2025-04-17 08:04:50.974356,33.0,Ankara,organic
100755,2025-07-02 08:04:50.974356,20.0,Other,organic
100756,2025-04-05 08:04:50.974356,53.0,Ankara,organic
100757,2025-05-08 08:04:50.974356,35.0,Izmir,organic
100758,2025-07-12 08:04:50.974356,53.0,Istanbul,organic
100759,2025-03-30 08:04:50.974356,62.0,Izmir,organic
100760,2025-06-04 08:04:50.974356,27.0,Izmir,organic
100761,2025-04-08 08:04:50.974356,56.0,Istanbul,organic
100762,2025-06-23 08:04:50.974356,20.0,Ankara,organic
100763,2025-06-14 08:04:50.974356,62.0,Istanbul,organic
100764,2025-03-02 08:04:50.974356,47.0,Other,organic
100765,2025-05-17 08:04:50.974356,60.0,Istanbul,organic
100766,2025-03-15 08:04:50.974356,18.0,Other,partner
100767,2025-07-21 08:04:50.974356,24.0,Istanbul,organic
100768,2025-07-09 08:04:50.974356,34.0,Izmir,ads
100769,2025-05-22 08:04:50.974356,33.0,Izmir,organic
100770,2025-06-07 08:04:50.974356,27.0,Izmir,partner
100771,2025-07-29 08:04:50.974356,34.0,Istanbul,organic
100772,2025-06-10 08:04:50.974356,23.0,Ankara,partner
100773,2025-05-29 08:04:50.974356,35.0,Izmir,ads
100774,2025-03-02 08:04:50.974356,56.0,Istanbul,organic
100775,2025-07-07 08:04:50.974356,38.0,Istanbul,ads
100776,2025-03-15 08:04:50.974356,18.0,Ankara,organic
100777,2025-06-10 08:04:50.974356,35.0,Ankara,organic
100778,2025-07-29 08:04:50.974356,19.0,Istanbul,ads
100779,2025-05-14 08:04:50.974356,67.0,Istanbul,partner
100780,2025-07-08 08:04:50.974356,23.0,Istanbul,organic
100781,2025-06-08 08:04:50.974356,50.0,Izmir,organic
100782,2025-04-17 08:04:50.974356,67.0,Izmir,ads
100783,2025-07-30 08:04:50.974356,57.0,Other,ads
100784,2025-04-18 08:04:50.974356,50.0,Other,ads
100785,2025-04-12 08:04:50.974356,58.0,Ankara,ads
100786,2025-04-05 08:04:50.974356,68.0,Istanbul,organic
100787,2025-06-15 08:04:50.974356,45.0,Istanbul,partner
100788,2025-08-11 08:04:50.974356,42.0,Istanbul,organic
100789,2025-06-05 08:04:50.974356,46.0,Other,organic
100790,2025-06-20 08:04:50.974356,41.0,Ankara,organic
100791,2025-07-25 08:04:50.974356,46.0,Istanbul,organic
100792,2025-08-22 08:04:50.974356,37.0,Istanbul,organic
100793,2025-07-06 08:04:50.974356,26.0,Ankara,ads
100794,2025-04-24 08:04:50.974356,22.0,Izmir,organic
100795,2025-07-16 08:04:50.974356,20.0,Istanbul,organic
100796,2025-05-05 08:04:50.974356,28.0,Other,ads
100797,2025-05-09 08:04:50.974356,19.0,Ankara,organic
100798,2025-03-30 08:04:50.974356,43.0,Istanbul,organic
100799,2025-06-09 08:04:50.974356,29.0,Other,organic
100800,2025-05-25 08:04:50.974356,57.0,Istanbul,partner
100801,2025-05-02 08:04:50.974356,20.0,Other,organic
100802,2025-04-06 08:04:50.974356,27.0,Other,organic
100803,2025-08-20 08:04:50.974356,51.0,Izmir,organic
100804,2025-04-18 08:04:50.974356,44.0,Izmir,organic
100805,2025-05-16 08:04:50.974356,20.0,Istanbul,organic
100806,2025-04-18 08:04:50.974356,61.0,Other,organic
100807,2025-08-03 08:04:50.974356,61.0,Ankara,organic
100808,2025-05-24 08:04:50.974356,31.0,Izmir,partner
100809,2025-03-26 08:04:50.974356,32.0,Other,organic
100810,2025-05-27 08:04:50.974356,69.0,Other,organic
100811,2025-03-21 08:04:50.974356,46.0,Other,organic
100812,2025-03-03 08:04:50.974356,41.0,Istanbul,organic
100813,2025-06-28 08:04:50.974356,58.0,Other,ads
100814,2025-04-28 08:04:50.974356,29.0,Ankara,organic
100815,2025-07-08 08:04:50.974356,36.0,Other,organic
100816,2025-04-03 08:04:50.974356,28.0,Izmir,ads
100817,2025-08-07 08:04:50.974356,55.0,Istanbul,organic
100818,2025-08-23 08:04:50.974356,43.0,Istanbul,organic
100819,2025-05-28 08:04:50.974356,47.0,Ankara,organic
100820,2025-03-11 08:04:50.974356,28.0,Izmir,organic
100821,2025-06-28 08:04:50.974356,26.0,Istanbul,organic
100822,2025-08-06 08:04:50.974356,39.0,Ankara,organic
100823,2025-04-01 08:04:50.974356,52.0,Istanbul,organic
100824,2025-06-19 08:04:50.974356,40.0,Other,ads
100825,2025-08-27 08:04:50.974356,19.0,Ankara,organic
100826,2025-04-17 08:04:50.974356,60.0,Istanbul,organic
100827,2025-08-16 08:04:50.974356,20.0,Istanbul,organic
100828,2025-05-30 08:04:50.974356,66.0,Istanbul,organic
100829,2025-07-13 08:04:50.974356,18.0,Ankara,organic
100830,2025-07-25 08:04:50.974356,49.0,Istanbul,partner
100831,2025-03-04 08:04:50.974356,21.0,Istanbul,ads
100832,2025-06-11 08:04:50.974356,63.0,Other,partner
100833,2025-07-14 08:04:50.974356,37.0,Other,ads
100834,2025-03-26 08:04:50.974356,23.0,Ankara,organic
100835,2025-06-16 08:04:50.974356,32.0,Other,organic
100836,2025-08-02 08:04:50.974356,24.0,Istanbul,organic
100837,2025-07-12 08:04:50.974356,24.0,Ankara,organic
100838,2025-04-29 08:04:50.974356,66.0,Ankara,partner
100839,2025-07-03 08:04:50.974356,37.0,Ankara,organic
100840,2025-05-26 08:04:50.974356,55.0,Istanbul,ads
100841,2025-05-13 08:04:50.974356,46.0,Ankara,organic
100842,2025-06-26 08:04:50.974356,48.0,Istanbul,ads
100843,2025-07-11 08:04:50.974356,23.0,Izmir,partner
100844,2025-06-28 08:04:50.974356,27.0,Istanbul,ads
100845,2025-06-08 08:04:50.974356,55.0,Istanbul,ads
100846,2025-08-02 08:04:50.974356,67.0,Istanbul,organic
100847,2025-07-23 08:04:50.974356,28.0,Istanbul,ads
100848,2025-08-27 08:04:50.974356,29.0,Ankara,partner
100849,2025-08-20 08:04:50.974356,38.0,Istanbul,ads
100850,2025-05-07 08:04:50.974356,68.0,Other,ads
100851,2025-05-21 08:04:50.974356,29.0,Istanbul,ads
100852,2025-03-01 08:04:50.974356,35.0,Istanbul,ads
100853,2025-07-12 08:04:50.974356,62.0,Izmir,organic
100854,2025-04-23 08:04:50.974356,18.0,Istanbul,ads
100855,2025-07-03 08:04:50.974356,19.0,Ankara,organic
100856,2025-08-14 08:04:50.974356,44.0,Izmir,organic
100857,2025-07-31 08:04:50.974356,63.0,Istanbul,organic
100858,2025-06-11 08:04:50.974356,27.0,Istanbul,organic
100859,2025-04-20 08:04:50.974356,38.0,Istanbul,organic
100860,2025-05-11 08:04:50.974356,37.0,Istanbul,organic
100861,2025-03-27 08:04:50.974356,38.0,Istanbul,organic
100862,2025-08-14 08:04:50.974356,45.0,Istanbul,organic
100863,2025-07-03 08:04:50.974356,38.0,Istanbul,organic
100864,2025-05-05 08:04:50.974356,37.0,Ankara,ads
100865,2025-08-21 08:04:50.974356,38.0,Izmir,partner
100866,2025-08-25 08:04:50.974356,44.0,Ankara,ads
100867,2025-05-09 08:04:50.974356,41.0,Istanbul,partner
100868,2025-03-30 08:04:50.974356,59.0,Istanbul,ads
100869,2025-05-13 08:04:50.974356,19.0,Other,organic
100870,2025-08-10 08:04:50.974356,58.0,Ankara,ads
100871,2025-07-21 08:04:50.974356,58.0,Other,ads
100872,2025-05-05 08:04:50.974356,29.0,Istanbul,organic
100873,2025-08-13 08:04:50.974356,37.0,Ankara,organic
100874,2025-05-01 08:04:50.974356,36.0,Ankara,ads
100875,2025-07-31 08:04:50.974356,26.0,Istanbul,organic
100876,2025-07-20 08:04:50.974356,34.0,Ankara,ads
100877,2025-08-11 08:04:50.974356,19.0,Ankara,organic
100878,2025-06-03 08:04:50.974356,29.0,Istanbul,organic
100879,2025-04-24 08:04:50.974356,57.0,Istanbul,organic
100880,2025-07-15 08:04:50.974356,29.0,Izmir,organic
100881,2025-08-03 08:04:50.974356,57.0,Other,organic
100882,2025-04-05 08:04:50.974356,41.0,Istanbul,ads
100883,2025-08-15 08:04:50.974356,61.0,Istanbul,ads
100884,2025-08-03 08:04:50.974356,43.0,Istanbul,ads
100885,2025-06-21 08:04:50.974356,19.0,Izmir,organic
100886,2025-04-12 08:04:50.974356,48.0,Istanbul,ads
100887,2025-06-22 08:04:50.974356,19.0,Other,organic
100888,2025-05-11 08:04:50.974356,37.0,Istanbul,organic
100889,2025-04-04 08:04:50.974356,64.0,Istanbul,organic
100890,2025-05-09 08:04:50.974356,24.0,Ankara,organic
100891,2025-05-09 08:04:50.974356,34.0,Other,organic
100892,2025-07-25 08:04:50.974356,51.0,Ankara,organic
100893,2025-05-09 08:04:50.974356,61.0,Istanbul,ads
100894,2025-08-20 08:04:50.974356,48.0,Other,ads
100895,2025-03-13 08:04:50.974356,28.0,Istanbul,organic
100896,2025-05-07 08:04:50.974356,48.0,Other,organic
100897,2025-06-06 08:04:50.974356,30.0,Istanbul,organic
