transaction_id,user_id,transaction_date,amount,transaction_type,used_instant_transfer
2000741,100245.0,2025-07-03 08:04:50.974356,18.23,transfer,True
2000742,100245.0,2025-10-24 08:04:50.974356,9.44,hold,False
2000743,100245.0,2025-09-15 08:04:50.974356,3.74,transfer,True
2000744,100246.0,2025-05-24 08:04:50.974356,58.91,spend,False
2000745,100246.0,2025-07-23 08:04:50.974356,18.59,spend,False
2000746,100246.0,2025-07-26 08:04:50.974356,52.64,spend,False
2000747,100247.0,2025-09-08 08:04:50.974356,17.38,hold,False
2000748,100247.0,2025-10-16 08:04:50.974356,33.07,transfer,False
2000749,100247.0,2025-12-02 08:04:50.974356,15.58,transfer,False
2000750,100247.0,2025-10-26 08:04:50.974356,22.45,transfer,False
2000751,100248.0,2025-07-03 08:04:50.974356,14.5,transfer,False
2000752,100248.0,2025-05-31 08:04:50.974356,15.66,transfer,False
2000753,100248.0,2025-04-24 08:04:50.974356,6.44,transfer,False
2000754,100248.0,2025-07-30 08:04:50.974356,81.6,hold,False
2000755,100249.0,2025-09-30 08:04:50.974356,34.33,hold,False
2000756,100249.0,2025-08-29 08:04:50.974356,122.15,transfer,False
2000757,100249.0,2025-07-12 08:04:50.974356,5.21,hold,False
2000758,100250.0,2025-08-02 08:04:50.974356,41.73,transfer,True
2000759,100250.0,2025-06-15 08:04:50.974356,33.7,transfer,False
2000760,100250.0,2025-07-03 08:04:50.974356,11.62,transfer,False
2000761,100250.0,2025-05-15 08:04:50.974356,20.89,transfer,False
2000762,100251.0,2025-08-25 08:04:50.974356,17.21,spend,False
2000763,100251.0,2025-11-05 08:04:50.974356,11.29,hold,False
2000764,100251.0,2025-10-04 08:04:50.974356,35.36,spend,False
2000765,100252.0,2025-06-05 08:04:50.974356,4.81,transfer,False
2000766,100252.0,2025-06-24 08:04:50.974356,203.02,hold,False
2000767,100252.0,2025-05-09 08:04:50.974356,87.53,hold,False
2000768,100252.0,2025-07-17 08:04:50.974356,41.22,transfer,False
2000769,100253.0,2025-12-06 08:04:50.974356,15.22,spend,False
2000770,100253.0,2025-09-23 08:04:50.974356,35.92,transfer,False
2000771,100254.0,2025-05-24 08:04:50.974356,23.62,transfer,False
2000772,100254.0,2025-09-12 08:04:50.974356,8.69,transfer,False
2000773,100254.0,2025-08-28 08:04:50.974356,50.46,spend,False
2000774,100255.0,2025-06-16 08:04:50.974356,26.17,spend,False
2000775,100255.0,2025-07-18 08:04:50.974356,27.31,spend,False
2000776,100255.0,2025-07-18 08:04:50.974356,38.32,transfer,False
2000777,100255.0,2025-05-22 08:04:50.974356,10.99,spend,False
2000778,100255.0,2025-07-27 08:04:50.974356,3.08,hold,False
2000779,100255.0,2025-04-12 08:04:50.974356,22.52,hold,False
2000780,100255.0,2025-06-08 08:04:50.974356,14.73,transfer,False
2000781,100256.0,2025-09-11 08:04:50.974356,10.54,hold,False
2000782,100256.0,2025-07-24 08:04:50.974356,17.68,transfer,False
2000783,100256.0,2025-10-02 08:04:50.974356,15.54,hold,False
2000784,100257.0,2025-07-24 08:04:50.974356,30.35,hold,False
2000785,100257.0,2025-07-20 08:04:50.974356,48.47,hold,False
2000786,100257.0,2025-07-01 08:04:50.974356,22.08,transfer,False
2000787,100257.0,2025-05-28 08:04:50.974356,30.53,spend,False
2000788,100257.0,2025-07-08 08:04:50.974356,10.59,transfer,False
2000789,100259.0,2025-07-25 08:04:50.974356,251.19,transfer,False
2000790,100259.0,2025-06-19 08:04:50.974356,41.49,spend,False
2000791,100260.0,2025-09-25 08:04:50.974356,11.95,spend,False
2000792,100260.0,2025-10-20 08:04:50.974356,14.61,hold,False
2000793,100261.0,2025-08-24 08:04:50.974356,22.31,transfer,False
2000794,100261.0,2025-08-16 08:04:50.974356,40.77,spend,False
2000795,100261.0,2025-07-14 08:04:50.974356,18.55,transfer,False
2000796,100262.0,2025-03-25 08:04:50.974356,16.15,transfer,False
2000797,100262.0,2025-06-02 08:04:50.974356,4.61,transfer,False
2000798,100262.0,2025-03-29 08:04:50.974356,25.26,spend,False
2000799,100262.0,2025-05-25 08:04:50.974356,88.76,spend,False
2000800,100262.0,2025-05-02 08:04:50.974356,4.86,transfer,False
2000801,100262.0,2025-07-06 08:04:50.974356,72.27,transfer,False
2000802,100262.0,2025-05-18 08:04:50.974356,14.65,hold,False
2000803,100263.0,2025-05-09 08:04:50.974356,33.94,hold,False
2000804,100263.0,2025-03-30 08:04:50.974356,88.69,transfer,False
2000805,100263.0,2025-07-02 08:04:50.974356,15.01,transfer,False
2000806,100263.0,2025-04-04 08:04:50.974356,101.5,spend,False
2000807,100263.0,2025-04-13 08:04:50.974356,5.62,transfer,False
2000808,100263.0,2025-06-15 08:04:50.974356,57.72,hold,False
2000809,100263.0,2025-06-15 08:04:50.974356,30.46,transfer,False
2000810,100264.0,2025-07-05 08:04:50.974356,8.85,transfer,True
2000811,100264.0,2025-07-21 08:04:50.974356,23.42,transfer,False
2000812,100264.0,2025-08-27 08:04:50.974356,21.66,transfer,False
2000813,100264.0,2025-05-19 08:04:50.974356,16.2,spend,False
2000814,100265.0,2025-07-13 08:04:50.974356,21.44,spend,False
2000815,100265.0,2025-08-07 08:04:50.974356,54.28,hold,False
2000816,100265.0,2025-07-31 08:04:50.974356,73.27,hold,False
2000817,100265.0,2025-06-21 08:04:50.974356,14.79,spend,False
2000818,100265.0,2025-08-27 08:04:50.974356,12.37,spend,False
2000819,100266.0,2025-07-15 08:04:50.974356,11.41,hold,False
2000820,100266.0,2025-05-22 08:04:50.974356,35.72,spend,False
2000821,100266.0,2025-05-18 08:04:50.974356,43.6,hold,False
2000822,100266.0,2025-05-29 08:04:50.974356,55.26,transfer,True
2000823,100266.0,2025-06-23 08:04:50.974356,10.77,transfer,True
2000824,100266.0,2025-06-25 08:04:50.974356,88.43,hold,False
2000825,100267.0,2025-05-27 08:04:50.974356,61.17,transfer,True
2000826,100267.0,2025-05-14 08:04:50.974356,16.04,transfer,True
2000827,100267.0,2025-06-25 08:04:50.974356,46.82,transfer,False
2000828,100268.0,2025-06-05 08:04:50.974356,21.44,transfer,False
2000829,100268.0,2025-04-21 08:04:50.974356,3.58,transfer,False
2000830,100269.0,2025-06-16 08:04:50.974356,14.92,spend,False
2000831,100269.0,2025-05-23 08:04:50.974356,9.4,transfer,False
2000832,100269.0,2025-07-09 08:04:50.974356,9.45,transfer,False
2000833,100269.0,2025-06-28 08:04:50.974356,8.62,spend,False
2000834,100269.0,2025-06-14 08:04:50.974356,33.07,transfer,False
2000835,100269.0,2025-05-31 08:04:50.974356,9.2,hold,False
2000836,100270.0,2025-08-05 08:04:50.974356,22.83,hold,False
2000837,100270.0,2025-09-26 08:04:50.974356,11.13,spend,False
2000838,100270.0,2025-06-26 08:04:50.974356,4.22,spend,False
2000839,100271.0,2025-08-20 08:04:50.974356,13.38,transfer,False
2000840,100271.0,2025-07-24 08:04:50.974356,40.84,hold,False
2000841,100271.0,2025-05-09 08:04:50.974356,39.93,transfer,False
2000842,100272.0,2025-06-16 08:04:50.974356,58.16,spend,False
2000843,100272.0,2025-06-07 08:04:50.974356,40.36,hold,False
2000844,100272.0,2025-08-19 08:04:50.974356,53.62,spend,False
2000845,100272.0,2025-07-25 08:04:50.974356,41.93,hold,False
2000846,100272.0,2025-06-06 08:04:50.974356,61.71,spend,False
2000847,100272.0,2025-07-05 08:04:50.974356,13.0,transfer,False
2000848,100273.0,2025-04-14 08:04:50.974356,36.48,spend,False
2000849,100273.0,2025-04-23 08:04:50.974356,85.73,spend,False
2000850,100273.0,2025-05-17 08:04:50.974356,21.46,spend,False
2000851,100274.0,2025-07-19 08:04:50.974356,10.37,spend,False
2000852,100274.0,2025-08-13 08:04:50.974356,32.18,transfer,False
2000853,100275.0,2025-05-04 08:04:50.974356,18.45,hold,False
2000854,100276.0,2025-07-08 08:04:50.974356,15.14,spend,False
2000855,100276.0,2025-08-16 08:04:50.974356,14.98,transfer,True
2000856,100276.0,2025-05-28 08:04:50.974356,13.78,transfer,False
2000857,100277.0,2025-06-22 08:04:50.974356,5.87,transfer,True
2000858,100277.0,2025-07-06 08:04:50.974356,9.32,transfer,False
2000859,100277.0,2025-08-17 08:04:50.974356,7.03,spend,False
2000860,100278.0,2025-06-29 08:04:50.974356,101.18,transfer,False
2000861,100278.0,2025-06-09 08:04:50.974356,14.87,spend,False
2000862,100278.0,2025-07-15 08:04:50.974356,5.2,transfer,False
2000863,100278.0,2025-08-15 08:04:50.974356,17.09,spend,False
2000864,100279.0,2025-09-20 08:04:50.974356,127.74,hold,False
2000865,100279.0,2025-07-21 08:04:50.974356,24.75,transfer,False
2000866,100279.0,2025-07-16 08:04:50.974356,12.56,transfer,False
2000867,100280.0,2025-06-22 08:04:50.974356,78.27,transfer,False
2000868,100280.0,2025-06-09 08:04:50.974356,38.86,spend,False
2000869,100280.0,2025-07-04 08:04:50.974356,58.21,transfer,False
2000870,100280.0,2025-06-23 08:04:50.974356,17.83,transfer,False
2000871,100281.0,2025-03-16 08:04:50.974356,15.78,transfer,False
2000872,100282.0,2025-06-20 08:04:50.974356,6.13,spend,False
2000873,100282.0,2025-06-01 08:04:50.974356,16.19,transfer,False
2000874,100283.0,2025-07-04 08:04:50.974356,21.23,transfer,False
2000875,100284.0,2025-08-26 08:04:50.974356,54.63,hold,False
2000876,100284.0,2025-10-20 08:04:50.974356,7.76,transfer,False
2000877,100285.0,2025-05-18 08:04:50.974356,81.52,hold,False
2000878,100285.0,2025-07-25 08:04:50.974356,12.66,spend,False
2000879,100285.0,2025-05-05 08:04:50.974356,42.03,transfer,False
2000880,100286.0,2025-09-27 08:04:50.974356,13.24,transfer,False
2000881,100286.0,2025-10-29 08:04:50.974356,35.45,transfer,False
2000882,100286.0,2025-11-26 08:04:50.974356,19.64,hold,False
2000883,100287.0,2025-08-01 08:04:50.974356,26.38,transfer,False
2000884,100287.0,2025-08-11 08:04:50.974356,36.41,hold,False
2000885,100287.0,2025-09-02 08:04:50.974356,13.94,transfer,True
2000886,100288.0,2025-05-07 08:04:50.974356,9.26,spend,False
2000887,100288.0,2025-05-08 08:04:50.974356,28.51,hold,False
2000888,100288.0,2025-07-22 08:04:50.974356,39.18,spend,False
2000889,100288.0,2025-05-21 08:04:50.974356,68.44,hold,False
2000890,100288.0,2025-05-27 08:04:50.974356,28.12,transfer,False
2000891,100289.0,2025-06-30 08:04:50.974356,46.98,spend,False
2000892,100290.0,2025-06-26 08:04:50.974356,15.51,hold,False
2000893,100290.0,2025-04-25 08:04:50.974356,3.48,transfer,False
2000894,100290.0,2025-04-19 08:04:50.974356,6.44,spend,False
2000895,100290.0,2025-07-25 08:04:50.974356,31.71,spend,False
2000896,100291.0,2025-08-03 08:04:50.974356,10.47,transfer,False
2000897,100291.0,2025-07-16 08:04:50.974356,17.21,spend,False
2000898,100291.0,2025-07-16 08:04:50.974356,46.54,transfer,False
2000899,100291.0,2025-06-08 08:04:50.974356,24.51,transfer,False
2000900,100291.0,2025-08-12 08:04:50.974356,14.69,transfer,True
2000901,100292.0,2025-05-09 08:04:50.974356,15.86,spend,False
2000902,100292.0,2025-07-08 08:04:50.974356,13.87,spend,False
2000903,100292.0,2025-07-27 08:04:50.974356,9.58,hold,False
2000904,100292.0,2025-05-10 08:04:50.974356,82.57,transfer,False
2000905,100293.0,2025-06-02 08:04:50.974356,15.52,transfer,False
2000906,100293.0,2025-08-03 08:04:50.974356,14.38,transfer,True
2000907,100293.0,2025-05-18 08:04:50.974356,54.93,transfer,False
2000908,100293.0,2025-04-24 08:04:50.974356,13.11,hold,False
2000909,100293.0,2025-07-29 08:04:50.974356,16.9,transfer,False
2000910,100295.0,2025-06-26 08:04:50.974356,26.24,transfer,False
2000911,100295.0,2025-04-06 08:04:50.974356,16.42,hold,False
2000912,100296.0,2025-07-30 08:04:50.974356,18.09,transfer,False
2000913,100297.0,2025-08-28 08:04:50.974356,15.27,transfer,False
2000914,100297.0,2025-06-07 08:04:50.974356,36.04,spend,False
2000915,100297.0,2025-06-27 08:04:50.974356,23.02,spend,False
2000916,100298.0,2025-11-16 08:04:50.974356,19.53,transfer,False
2000917,100298.0,2025-11-27 08:04:50.974356,13.49,transfer,True
2000918,100298.0,2025-08-07 08:04:50.974356,48.92,spend,False
2000919,100299.0,2025-06-11 08:04:50.974356,37.25,spend,False
2000920,100300.0,2025-08-03 08:04:50.974356,14.2,transfer,False
2000921,100300.0,2025-07-21 08:04:50.974356,7.62,hold,False
2000922,100300.0,2025-07-23 08:04:50.974356,15.67,transfer,False
2000923,100300.0,2025-09-24 08:04:50.974356,17.55,spend,False
2000924,100300.0,2025-08-10 08:04:50.974356,23.89,spend,False
2000925,100300.0,2025-08-14 08:04:50.974356,26.02,hold,False
2000926,100301.0,2025-06-03 08:04:50.974356,13.66,spend,False
2000927,100301.0,2025-05-19 08:04:50.974356,19.15,spend,False
2000928,100301.0,2025-08-03 08:04:50.974356,18.97,hold,False
2000929,100302.0,2025-07-22 08:04:50.974356,8.4,transfer,True
2000930,100302.0,2025-10-12 08:04:50.974356,5.83,transfer,False
2000931,100303.0,2025-10-15 08:04:50.974356,39.49,hold,False
2000932,100303.0,2025-12-14 08:04:50.974356,7.18,transfer,False
2000933,100304.0,2025-08-18 08:04:50.974356,24.43,transfer,False
2000934,100304.0,2025-11-11 08:04:50.974356,55.71,transfer,False
2000935,100304.0,2025-10-24 08:04:50.974356,32.7,spend,False
2000936,100305.0,2025-08-21 08:04:50.974356,15.03,hold,False
2000937,100305.0,2025-09-19 08:04:50.974356,68.83,transfer,False
2000938,100305.0,2025-10-19 08:04:50.974356,14.27,spend,False
2000939,100305.0,2025-09-16 08:04:50.974356,20.41,transfer,True
2000940,100305.0,2025-11-17 08:04:50.974356,40.99,spend,False
2000941,100305.0,2025-10-11 08:04:50.974356,95.82,transfer,True
2000942,100309.0,2025-09-16 08:04:50.974356,9.06,hold,False
2000943,100310.0,2025-09-02 08:04:50.974356,28.13,transfer,False
2000944,100310.0,2025-05-28 08:04:50.974356,39.55,spend,False
2000945,100311.0,2025-07-17 08:04:50.974356,5.34,transfer,False
2000946,100311.0,2025-07-14 08:04:50.974356,89.25,transfer,False
2000947,100312.0,2025-07-12 08:04:50.974356,15.99,hold,False
2000948,100312.0,2025-10-12 08:04:50.974356,9.04,transfer,False
2000949,100312.0,2025-10-11 08:04:50.974356,14.03,transfer,False
2000950,100313.0,2025-07-23 08:04:50.974356,14.51,transfer,False
2000951,100313.0,2025-07-23 08:04:50.974356,31.76,transfer,False
2000952,100313.0,2025-06-12 08:04:50.974356,30.5,transfer,False
2000953,100314.0,2025-11-02 08:04:50.974356,61.4,hold,False
2000954,100314.0,2025-09-17 08:04:50.974356,28.67,hold,False
2000955,100314.0,2025-11-05 08:04:50.974356,42.23,transfer,False
2000956,100314.0,2025-10-02 08:04:50.974356,24.05,transfer,True
2000957,100314.0,2025-08-29 08:04:50.974356,32.7,spend,False
2000958,100315.0,2025-10-23 08:04:50.974356,15.4,spend,False
2000959,100315.0,2025-09-23 08:04:50.974356,25.44,hold,False
2000960,100315.0,2025-08-24 08:04:50.974356,23.3,spend,False
2000961,100316.0,2025-08-01 08:04:50.974356,42.6,spend,False
2000962,100316.0,2025-07-25 08:04:50.974356,46.79,transfer,False
2000963,100317.0,2025-09-23 08:04:50.974356,19.89,hold,False
2000964,100317.0,2025-08-19 08:04:50.974356,17.05,hold,False
2000965,100317.0,2025-09-12 08:04:50.974356,18.99,transfer,False
2000966,100317.0,2025-11-06 08:04:50.974356,31.3,hold,False
2000967,100317.0,2025-10-13 08:04:50.974356,16.55,transfer,False
2000968,100317.0,2025-08-17 08:04:50.974356,5.64,hold,False
2000969,100317.0,2025-09-03 08:04:50.974356,26.38,hold,False
2000970,100318.0,2025-04-23 08:04:50.974356,105.78,spend,False
2000971,100318.0,2025-03-29 08:04:50.974356,32.47,transfer,False
2000972,100318.0,2025-05-06 08:04:50.974356,26.51,spend,False
2000973,100318.0,2025-04-25 08:04:50.974356,5.87,spend,False
2000974,100318.0,2025-06-18 08:04:50.974356,27.69,transfer,True
2000975,100319.0,2025-05-17 08:04:50.974356,25.13,transfer,False
2000976,100319.0,2025-04-23 08:04:50.974356,47.18,hold,False
2000977,100319.0,2025-03-29 08:04:50.974356,3.89,spend,False
2000978,100320.0,2025-11-06 08:04:50.974356,8.89,spend,False
2000979,100320.0,2025-08-01 08:04:50.974356,13.4,transfer,False
2000980,100320.0,2025-11-06 08:04:50.974356,44.54,hold,False
2000981,100320.0,2025-08-29 08:04:50.974356,40.71,spend,False
2000982,100320.0,2025-07-17 08:04:50.974356,30.36,hold,False
2000983,100321.0,2025-07-10 08:04:50.974356,13.85,hold,False
2000984,100321.0,2025-07-05 08:04:50.974356,39.57,spend,False
2000985,100322.0,2025-12-13 08:04:50.974356,9.12,transfer,False
2000986,100322.0,2025-12-07 08:04:50.974356,5.73,transfer,True
2000987,100322.0,2025-11-13 08:04:50.974356,4.92,hold,False
2000988,100322.0,2025-11-01 08:04:50.974356,16.43,hold,False
2000989,100323.0,2025-07-19 08:04:50.974356,27.2,transfer,False
2000990,100323.0,2025-06-28 08:04:50.974356,17.58,transfer,False
2000991,100323.0,2025-08-18 08:04:50.974356,37.53,transfer,False
2000992,100323.0,2025-07-28 08:04:50.974356,20.94,spend,False
2000993,100323.0,2025-08-05 08:04:50.974356,18.6,spend,False
2000994,100324.0,2025-08-10 08:04:50.974356,24.71,spend,False
2000995,100324.0,2025-04-27 08:04:50.974356,17.66,transfer,False
2000996,100324.0,2025-07-27 08:04:50.974356,11.54,transfer,False
2000997,100325.0,2025-10-24 08:04:50.974356,4.54,transfer,False
2000998,100326.0,2025-10-09 08:04:50.974356,13.38,spend,False
2000999,100326.0,2025-10-29 08:04:50.974356,30.5,transfer,False
2001000,100326.0,2025-09-15 08:04:50.974356,7.45,hold,False
2001001,100326.0,2025-09-18 08:04:50.974356,16.96,spend,False
2001002,100327.0,2025-06-13 08:04:50.974356,10.41,transfer,False
2001003,100327.0,2025-07-17 08:04:50.974356,21.17,spend,False
2001004,100328.0,2025-08-07 08:04:50.974356,76.1,transfer,False
2001005,100328.0,2025-10-19 08:04:50.974356,32.0,transfer,False
2001006,100329.0,2025-07-14 08:04:50.974356,23.54,transfer,False
2001007,100329.0,2025-09-17 08:04:50.974356,23.71,hold,False
2001008,100329.0,2025-07-03 08:04:50.974356,6.84,hold,False
2001009,100329.0,2025-08-13 08:04:50.974356,13.31,transfer,True
2001010,100329.0,2025-08-24 08:04:50.974356,22.54,transfer,False
2001011,100330.0,2025-09-14 08:04:50.974356,50.97,spend,False
2001012,100330.0,2025-07-28 08:04:50.974356,10.19,hold,False
2001013,100330.0,2025-08-02 08:04:50.974356,10.33,hold,False
2001014,100331.0,2025-07-21 08:04:50.974356,15.47,spend,False
2001015,100332.0,2025-06-12 08:04:50.974356,32.36,transfer,False
2001016,100332.0,2025-05-31 08:04:50.974356,25.78,spend,False
2001017,100332.0,2025-04-03 08:04:50.974356,40.9,hold,False
2001018,100333.0,2025-07-04 08:04:50.974356,12.93,spend,False
2001019,100333.0,2025-05-11 08:04:50.974356,32.67,transfer,False
2001020,100334.0,2025-07-19 08:04:50.974356,12.4,transfer,True
2001021,100334.0,2025-08-27 08:04:50.974356,23.42,transfer,False
2001022,100334.0,2025-07-12 08:04:50.974356,9.95,transfer,False
2001023,100337.0,2025-11-23 08:04:50.974356,36.99,hold,False
2001024,100338.0,2025-08-20 08:04:50.974356,17.98,transfer,False
2001025,100338.0,2025-10-30 08:04:50.974356,32.12,transfer,False
2001026,100338.0,2025-08-09 08:04:50.974356,18.14,transfer,False
2001027,100339.0,2025-10-28 08:04:50.974356,17.65,transfer,False
2001028,100339.0,2025-07-08 08:04:50.974356,21.13,transfer,False
2001029,100339.0,2025-09-24 08:04:50.974356,3.46,hold,False
2001030,100339.0,2025-07-19 08:04:50.974356,55.42,spend,False
2001031,100340.0,2025-06-26 08:04:50.974356,6.42,spend,False
2001032,100340.0,2025-10-12 08:04:50.974356,29.94,spend,False
2001033,100341.0,2025-05-20 08:04:50.974356,4.66,transfer,False
2001034,100341.0,2025-06-14 08:04:50.974356,44.78,transfer,False
2001035,100341.0,2025-07-10 08:04:50.974356,10.07,transfer,False
2001036,100341.0,2025-05-16 08:04:50.974356,102.73,transfer,False
2001037,100341.0,2025-08-02 08:04:50.974356,66.51,transfer,False
2001038,100341.0,2025-09-05 08:04:50.974356,18.88,transfer,False
2001039,100341.0,2025-06-25 08:04:50.974356,24.82,hold,False
2001040,100342.0,2025-05-17 08:04:50.974356,21.14,hold,False
2001041,100342.0,2025-03-13 08:04:50.974356,17.65,spend,False
2001042,100342.0,2025-05-02 08:04:50.974356,16.84,transfer,False
2001043,100342.0,2025-03-27 08:04:50.974356,62.64,transfer,False
2001044,100342.0,2025-06-24 08:04:50.974356,22.97,spend,False
2001045,100343.0,2025-11-10 08:04:50.974356,23.33,transfer,True
2001046,100343.0,2025-08-21 08:04:50.974356,16.18,spend,False
2001047,100343.0,2025-09-21 08:04:50.974356,9.01,transfer,False
2001048,100344.0,2025-08-31 08:04:50.974356,53.28,spend,False
2001049,100344.0,2025-08-21 08:04:50.974356,36.89,transfer,True
2001050,100344.0,2025-08-12 08:04:50.974356,36.98,spend,False
2001051,100344.0,2025-07-18 08:04:50.974356,22.89,transfer,False
2001052,100344.0,2025-08-03 08:04:50.974356,19.61,spend,False
2001053,100345.0,2025-10-25 08:04:50.974356,4.93,transfer,False
2001054,100345.0,2025-11-01 08:04:50.974356,45.06,spend,False
2001055,100345.0,2025-09-28 08:04:50.974356,37.33,transfer,False
2001056,100346.0,2025-05-11 08:04:50.974356,65.96,transfer,False
2001057,100346.0,2025-03-28 08:04:50.974356,19.07,spend,False
2001058,100347.0,2025-08-09 08:04:50.974356,28.75,transfer,False
2001059,100347.0,2025-08-28 08:04:50.974356,21.81,spend,False
2001060,100348.0,2025-05-31 08:04:50.974356,20.47,transfer,False
2001061,100348.0,2025-04-17 08:04:50.974356,28.23,transfer,False
2001062,100349.0,2025-07-23 08:04:50.974356,9.53,hold,False
2001063,100349.0,2025-05-04 08:04:50.974356,31.36,spend,False
2001064,100349.0,2025-06-15 08:04:50.974356,8.39,transfer,False
2001065,100350.0,2025-06-23 08:04:50.974356,11.64,transfer,True
2001066,100350.0,2025-06-05 08:04:50.974356,50.5,transfer,False
2001067,100350.0,2025-06-30 08:04:50.974356,6.87,spend,False
2001068,100350.0,2025-04-15 08:04:50.974356,9.88,spend,False
2001069,100351.0,2025-05-10 08:04:50.974356,15.85,transfer,False
2001070,100351.0,2025-04-25 08:04:50.974356,33.36,transfer,False
2001071,100351.0,2025-07-20 08:04:50.974356,15.77,spend,False
2001072,100351.0,2025-06-30 08:04:50.974356,71.52,transfer,False
2001073,100351.0,2025-06-07 08:04:50.974356,39.24,spend,False
2001074,100351.0,2025-06-19 08:04:50.974356,26.97,transfer,False
2001075,100353.0,2025-07-13 08:04:50.974356,16.2,spend,False
2001076,100353.0,2025-08-05 08:04:50.974356,26.72,hold,False
2001077,100353.0,2025-09-04 08:04:50.974356,23.2,spend,False
2001078,100354.0,2025-06-20 08:04:50.974356,9.35,transfer,False
2001079,100354.0,2025-03-29 08:04:50.974356,127.04,transfer,False
2001080,100354.0,2025-06-15 08:04:50.974356,8.91,hold,False
2001081,100355.0,2025-07-10 08:04:50.974356,3.83,hold,False
2001082,100356.0,2025-07-31 08:04:50.974356,17.05,hold,False
2001083,100356.0,2025-10-15 08:04:50.974356,22.01,transfer,False
2001084,100356.0,2025-09-19 08:04:50.974356,20.11,spend,False
2001085,100356.0,2025-08-22 08:04:50.974356,10.54,transfer,False
2001086,100357.0,2025-03-09 08:04:50.974356,13.91,spend,False
2001087,100357.0,2025-04-04 08:04:50.974356,11.27,transfer,False
2001088,100358.0,2025-08-13 08:04:50.974356,44.1,transfer,False
2001089,100358.0,2025-10-22 08:04:50.974356,53.38,transfer,False
2001090,100359.0,2025-04-29 08:04:50.974356,8.06,transfer,False
2001091,100359.0,2025-03-12 08:04:50.974356,21.43,transfer,False
2001092,100360.0,2025-10-09 08:04:50.974356,17.84,transfer,False
2001093,100361.0,2025-06-09 08:04:50.974356,69.75,spend,False
2001094,100361.0,2025-09-04 08:04:50.974356,24.47,transfer,False
2001095,100362.0,2025-08-15 08:04:50.974356,27.21,transfer,False
2001096,100362.0,2025-08-30 08:04:50.974356,15.66,transfer,False
2001097,100362.0,2025-07-31 08:04:50.974356,25.92,transfer,False
2001098,100362.0,2025-08-31 08:04:50.974356,19.75,transfer,False
2001099,100363.0,2025-07-10 08:04:50.974356,31.05,hold,False
2001100,100363.0,2025-06-15 08:04:50.974356,8.37,transfer,False
2001101,100363.0,2025-05-11 08:04:50.974356,54.68,transfer,True
2001102,100363.0,2025-05-21 08:04:50.974356,41.79,transfer,False
2001103,100363.0,2025-04-28 08:04:50.974356,11.52,spend,False
2001104,100363.0,2025-06-04 08:04:50.974356,5.28,transfer,False
2001105,100364.0,2025-05-28 08:04:50.974356,48.74,spend,False
2001106,100364.0,2025-04-24 08:04:50.974356,87.64,transfer,False
2001107,100364.0,2025-05-28 08:04:50.974356,80.12,spend,False
2001108,100365.0,2025-08-28 08:04:50.974356,9.86,spend,False
2001109,100365.0,2025-12-05 08:04:50.974356,4.15,transfer,False
2001110,100365.0,2025-10-28 08:04:50.974356,19.21,hold,False
2001111,100365.0,2025-09-10 08:04:50.974356,9.98,hold,False
2001112,100366.0,2025-10-02 08:04:50.974356,22.74,spend,False
2001113,100367.0,2025-08-12 08:04:50.974356,102.23,transfer,False
2001114,100367.0,2025-05-15 08:04:50.974356,27.91,transfer,False
2001115,100368.0,2025-10-21 08:04:50.974356,68.42,spend,False
2001116,100369.0,2025-07-31 08:04:50.974356,17.86,transfer,False
2001117,100369.0,2025-10-27 08:04:50.974356,15.82,hold,False
2001118,100369.0,2025-10-16 08:04:50.974356,15.56,transfer,False
2001119,100369.0,2025-08-20 08:04:50.974356,56.81,transfer,False
2001120,100370.0,2025-05-19 08:04:50.974356,21.55,transfer,False
2001121,100370.0,2025-04-13 08:04:50.974356,18.97,hold,False
2001122,100370.0,2025-03-20 08:04:50.974356,79.5,transfer,True
2001123,100370.0,2025-04-13 08:04:50.974356,35.22,spend,False
2001124,100370.0,2025-06-18 08:04:50.974356,9.77,spend,False
2001125,100371.0,2025-08-21 08:04:50.974356,8.93,hold,False
2001126,100371.0,2025-10-28 08:04:50.974356,4.91,transfer,False
2001127,100371.0,2025-09-02 08:04:50.974356,7.73,transfer,False
2001128,100372.0,2025-07-03 08:04:50.974356,14.67,transfer,False
2001129,100372.0,2025-08-29 08:04:50.974356,74.73,transfer,False
2001130,100372.0,2025-09-15 08:04:50.974356,44.86,hold,False
2001131,100373.0,2025-09-22 08:04:50.974356,23.08,hold,False
2001132,100373.0,2025-08-21 08:04:50.974356,10.17,spend,False
2001133,100373.0,2025-10-28 08:04:50.974356,13.63,hold,False
2001134,100374.0,2025-04-27 08:04:50.974356,12.61,transfer,False
2001135,100374.0,2025-07-24 08:04:50.974356,35.04,transfer,False
2001136,100374.0,2025-04-14 08:04:50.974356,9.63,spend,False
2001137,100375.0,2025-04-23 08:04:50.974356,40.13,spend,False
2001138,100375.0,2025-04-25 08:04:50.974356,10.43,spend,False
2001139,100375.0,2025-05-20 08:04:50.974356,30.07,transfer,False
2001140,100375.0,2025-06-16 08:04:50.974356,13.03,transfer,False
2001141,100376.0,2025-08-30 08:04:50.974356,40.2,hold,False
2001142,100377.0,2025-04-10 08:04:50.974356,44.63,hold,False
2001143,100379.0,2025-06-07 08:04:50.974356,4.87,transfer,False
2001144,100379.0,2025-06-22 08:04:50.974356,33.43,transfer,False
